Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Commodity,Modal_Price,Revenue,Cost,Profit
Cotton,2009,Kharif     ,Punjab,511000.0,2006000,371.3,79624020.0,86870.0,4.052727273,Cotton,7018.95205479452,14080017821.917809,79710890.0,14000306931.917809
Maize,2009,Kharif     ,Punjab,139000.0,475000,371.3,21658980.0,23630.0,3.489166667,Maize,2600.0,1235000000.0,21682610.0,1213317390.0
Wheat,2009,Rabi       ,Punjab,3522000.0,15169000,371.3,548798040.0,598740.0,4.3205,Wheat,2462.4266055045873,37352549178.899086,549396780.0,36803152398.899086
Cotton,2009,Kharif     ,Tripura,965.0,1437,2004.2,150366.3,164.05,1.4625,Cotton,7018.95205479452,10086234.102739725,150530.34999999998,9935703.752739726
Maize,2009,Kharif     ,Tripura,2018.0,2030,2004.2,314444.76,343.06,1.0,Maize,2600.0,5278000.0,314787.82,4963212.18
Wheat,2009,Rabi       ,Tripura,667.0,1323,2004.2,103931.94,113.39,1.9825,Wheat,2462.4266055045873,3257790.399082569,104045.33,3153745.069082569
Banana,2009,Summer     ,Uttar Pradesh,2336.0,96059,585.8,363995.52,397.12,41.10410256,Banana,2452.813852813853,235614845.8874459,364392.64,235250453.2474459
Cotton,2009,Kharif     ,Uttar Pradesh,4971.0,838,585.8,774581.22,845.07,0.1875,Cotton,7018.95205479452,5881881.821917808,775426.2899999999,5106455.531917808
Maize,2009,Kharif     ,Uttar Pradesh,674808.0,982139,585.8,105148582.6,114717.36,1.431,Maize,2600.0,2553561400.0,105263299.96,2448298100.04
Maize,2009,Rabi       ,Uttar Pradesh,4636.0,14162,585.8,722381.52,788.12,3.032083333,Maize,2600.0,36821200.0,723169.64,36098030.36
Maize,2009,Summer     ,Uttar Pradesh,29237.0,42540,585.8,4555709.34,4970.29,1.462833333,Maize,2600.0,110604000.0,4560679.63,106043320.37
Onion,2009,Rabi       ,Uttar Pradesh,10494.0,180225,585.8,1635175.08,1783.98,16.93323944,Onion,1464.6079195402297,263958962.2991379,1636959.06,262322003.2391379
Onion,2009,Summer     ,Uttar Pradesh,12686.0,176246,585.8,1976732.52,2156.62,13.71826087,Onion,1464.6079195402297,258131287.38728732,1978889.1400000001,256152398.24728733
Potato,2009,Rabi       ,Uttar Pradesh,540797.0,13447272,585.8,84266988.54,91935.49,24.02859155,Potato,931.9471865745311,12532147307.502468,84358924.03,12447788383.472467
Wheat,2009,Rabi       ,Uttar Pradesh,9668152.0,27518022,585.8,1506491445.0,1643585.84,2.80915493,Wheat,2462.4266055045873,67761109503.66055,1508135030.84,66252974472.82056
Maize,2009,Kharif     ,Uttarakhand,26103.0,36088,847.8,4067369.46,4437.51,1.236153846,Maize,2600.0,93828800.0,4071806.9699999997,89756993.03
Maize,2009,Rabi       ,Uttarakhand,63.0,103,847.8,9816.66,10.71,1.6,Maize,2600.0,267800.0,9827.369999999999,257972.63
Onion,2009,Whole Year ,Uttarakhand,2158.0,9211,847.8,336259.56,366.86,4.625833333,Onion,1464.6079195402297,13490503.546885055,336626.42,13153877.126885055
Potato,2009,Kharif     ,Uttarakhand,10187.0,104530,847.8,1587338.34,1731.79,9.59,Potato,931.9471865745311,97416439.41263573,1589070.1300000001,95827369.28263573
Potato,2009,Rabi       ,Uttarakhand,5873.0,70526,847.8,915130.86,998.41,10.60615385,Potato,931.9471865745311,65726507.28035538,916129.27,64810378.010355376
Wheat,2009,Rabi       ,Uttarakhand,372846.0,829319,847.8,58096863.72,63383.82,1.674615385,Wheat,2462.4266055045873,2042137170.050459,58160247.54,1983976922.510459
Maize,2009,Autumn     ,Jharkhand,60448.0,54087,996.1,9419007.36,10276.16,0.947916667,Maize,2600.0,140626200.0,9429283.52,131196916.48
Onion,2009,Rabi       ,Jharkhand,2948.0,12878,996.1,459357.36,501.16,4.763809524,Onion,1464.6079195402297,18861220.787839077,459858.51999999996,18401362.267839078
Potato,2009,Rabi       ,Jharkhand,18429.0,128117,996.1,2871606.78,3132.93,6.558333333,Potato,931.9471865745311,119398277.7023692,2874739.71,116523537.9923692
Potato,2009,Winter     ,Jharkhand,19997.0,134624,996.1,3115932.54,3399.49,6.710434783,Potato,931.9471865745311,125462458.04540968,3119332.0300000003,122343126.01540968
Wheat,2009,Rabi       ,Jharkhand,52510.0,61618,996.1,8182108.2,8926.7,1.314166667,Wheat,2462.4266055045873,151729802.57798165,8191034.9,143538767.67798164
Cotton,2009,Kharif     ,West Bengal,1289.0,3262,1317.2,200851.98,219.13,1.764,Cotton,7018.95205479452,22895821.602739725,201071.11000000002,22694750.492739726
Maize,2009,Autumn     ,West Bengal,36330.0,79299,1317.2,5660940.6,6176.1,1.94,Maize,2600.0,206177400.0,5667116.699999999,200510283.3
Maize,2009,Rabi       ,West Bengal,23585.0,132526,1317.2,3675014.7,4009.45,3.632727273,Maize,2600.0,344567600.0,3679024.1500000004,340888575.85
Maize,2009,Summer     ,West Bengal,37801.0,173394,1317.2,5890151.82,6426.17,2.912352941,Maize,2600.0,450824400.0,5896577.99,444927822.01
Potato,2009,Rabi       ,West Bengal,384451.0,13807997,1317.2,59905154.82,65356.67,31.58888889,Potato,931.9471865745311,12868323956.379566,59970511.49,12808353444.889566
Potato,2009,Summer     ,West Bengal,2430.0,30132,1317.2,378642.6,413.1,12.4,Potato,931.9471865745311,28081432.625863772,379055.69999999995,27702376.925863773
Wheat,2009,Rabi       ,West Bengal,315888.0,846657,1317.2,49221668.16,53700.96,2.401764706,Wheat,2462.4266055045873,2084830722.5366974,49275369.12,2035555353.4166975
Banana,2009,Whole Year ,Madhya Pradesh,8040.0,501350,904.1,1252792.8,1366.8,44.35692308,Banana,2452.813852813853,1229718225.108225,1254159.6,1228464065.5082252
Cotton,2009,Whole Year ,Madhya Pradesh,623072.0,132478,904.1,97087079.04,105922.24,0.198421053,Cotton,7018.95205479452,929856730.3150685,97193001.28,832663729.0350685
Maize,2009,Whole Year ,Madhya Pradesh,812456.0,1018820,904.1,126596893.9,138117.52,1.0752,Maize,2600.0,2648932000.0,126735011.42,2522196988.58
Onion,2009,Whole Year ,Madhya Pradesh,51151.0,785475,904.1,7970348.82,8695.67,13.143,Onion,1464.6079195402297,1150412905.6008618,7979044.49,1142433861.1108618
Potato,2009,Whole Year ,Madhya Pradesh,60052.0,737859,904.1,9357302.64,10208.84,11.0822449,Potato,931.9471865745311,687645619.1386969,9367511.48,678278107.6586969
Wheat,2009,Whole Year ,Madhya Pradesh,4458995.0,8865378,904.1,694800600.9,758029.15,1.8538,Wheat,2462.4266055045873,21830342655.055046,695558630.05,21134784025.005047
Maize,2010,Autumn     ,Bihar,234466.0,468518,629.2,38947147.26,56271.84,1.910789474,Maize,2600.0,1218146800.0,39003419.1,1179143380.9
Maize,2010,Rabi       ,Bihar,237723.0,922285,629.2,39488167.53,57053.52,3.635882353,Maize,2600.0,2397941000.0,39545221.050000004,2358395778.95
Maize,2010,Summer     ,Bihar,181513.0,717393,629.2,30151124.43,43563.12,3.725135135,Maize,2600.0,1865221800.0,30194687.55,1835027112.45
Wheat,2010,Rabi       ,Bihar,2100181.0,5094030,629.2,348861065.9,504043.44,2.282631579,Wheat,2462.4266055045873,12543675001.238533,349365109.34,12194309891.898533
Cotton,2010,Kharif     ,Chhattisgarh,12.0,20,1283.1,1993.32,2.88,1.655,Cotton,7018.95205479452,140379.0410958904,1996.2,138382.84109589038
Maize,2010,Kharif     ,Chhattisgarh,104861.0,190489,1283.1,17418460.71,25166.64,1.733888889,Maize,2600.0,495271400.0,17443627.35,477827772.65
Onion,2010,Whole Year ,Chhattisgarh,4984.0,26101,1283.1,827892.24,1196.16,5.32625,Onion,1464.6079195402297,38227731.30791953,829088.4,37398642.90791953
Potato,2010,Whole Year ,Chhattisgarh,11893.0,53440,1283.1,1975546.23,2854.32,5.708235294,Potato,931.9471865745311,49803257.650542945,1978400.55,47824857.10054295
Wheat,2010,Rabi       ,Chhattisgarh,103701.0,121745,1283.1,17225773.11,24888.24,1.395882353,Wheat,2462.4266055045873,299788127.087156,17250661.349999998,282537465.737156
Banana,2010,Whole Year ,Gujarat,23500.0,1650300,1107.5,3903585.0,5640.0,70.365,Banana,2452.813852813853,4047878701.2987013,3909225.0,4043969476.2987013
Cotton,2010,Kharif     ,Gujarat,2623200.0,9825300,1107.5,435739752.0,629568.0,3.313043478,Cotton,7018.95205479452,68963309623.9726,436369320.0,68526940303.972595
Maize,2010,Kharif     ,Gujarat,422500.0,692100,1107.5,70181475.0,101400.0,1.692631579,Maize,2600.0,1799460000.0,70282875.0,1729177125.0
Maize,2010,Rabi       ,Gujarat,110000.0,220000,1107.5,18272100.0,26400.0,1.882307692,Maize,2600.0,572000000.0,18298500.0,553701500.0
Maize,2010,Summer     ,Gujarat,33000.0,66000,1107.5,5481630.0,7920.0,2.00125,Maize,2600.0,171600000.0,5489550.0,166110450.0
Onion,2010,Whole Year ,Gujarat,67100.0,1847900,1107.5,11145981.0,16104.0,26.0365,Onion,1464.6079195402297,2706448974.51839,11162085.0,2695286889.51839
Potato,2010,Whole Year ,Gujarat,55100.0,1282700,1107.5,9152661.0,13224.0,21.58,Potato,931.9471865745311,1195408656.219151,9165885.0,1186242771.219151
Wheat,2010,Rabi       ,Gujarat,1588600.0,5013400,1107.5,263882346.0,381264.0,3.0388,Wheat,2462.4266055045873,12345129544.036697,264263610.0,12080865934.036697
Cotton,2010,Kharif     ,Haryana,493228.0,1747000,639.2,81930103.08,118374.72,2.095,Cotton,7018.95205479452,12262109239.726027,82048477.8,12180060761.926027
Maize,2010,Kharif     ,Haryana,9662.0,19000,639.2,1604954.82,2318.88,0.8175,Maize,2600.0,49400000.0,1607273.7,47792726.3
Onion,2010,Whole Year ,Haryana,2150.0,43800,639.2,357136.5,516.0,19.95642857,Onion,1464.6079195402297,64149826.87586206,357652.5,63792174.37586206
Potato,2010,Whole Year ,Haryana,12412.0,280900,639.2,2061757.32,2978.88,21.70428571,Potato,931.9471865745311,261783964.70878577,2064736.2,259719228.50878578
Wheat,2010,Rabi       ,Haryana,2503963.0,11578000,639.2,415933293.9,600951.12,4.483333333,Wheat,2462.4266055045873,28509975238.532112,416534245.02,28093440993.51211
Cotton,2010,Kharif     ,Himachal Pradesh,8.0,13,1319.8,1328.88,1.92,1.355,Cotton,7018.95205479452,91246.37671232877,1330.8000000000002,89915.57671232877
Maize,2010,Kharif     ,Himachal Pradesh,281664.0,641530,1319.8,46787207.04,67599.36,2.593333333,Maize,2600.0,1667978000.0,46854806.4,1621123193.6
Potato,2010,Kharif     ,Himachal Pradesh,6411.0,64000,1319.8,1064931.21,1538.64,10.688,Potato,931.9471865745311,59644619.94076999,1066469.8499999999,58578150.09076999
Potato,2010,Rabi       ,Himachal Pradesh,3423.0,23328,1319.8,568594.53,821.52,4.835,Potato,931.9471865745311,21740463.96841066,569416.05,21171047.91841066
Wheat,2010,Rabi       ,Himachal Pradesh,346936.0,534707,1319.8,57629538.96,83264.64,1.539166667,Wheat,2462.4266055045873,1316676742.9495413,57712803.6,1258963939.3495414
Banana,2010,Whole Year ,Madhya Pradesh,8102.0,433263,856.3,1345823.22,1944.48,34.189375,Banana,2452.813852813853,1062713488.3116883,1347767.7,1061365720.6116883
Cotton,2010,Kharif     ,Madhya Pradesh,586270.0,1006894,856.3,97385309.7,140704.8,1.465555556,Cotton,7018.95205479452,7067340710.260274,97526014.5,6969814695.760274
Maize,2010,Kharif     ,Madhya Pradesh,837865.0,1332205,856.3,139177755.1,201087.6,1.3712,Maize,2600.0,3463733000.0,139378842.7,3324354157.3
Onion,2010,Whole Year ,Madhya Pradesh,56243.0,902250,856.3,9342524.73,13498.32,14.7518,Onion,1464.6079195402297,1321442495.405172,9356023.05,1312086472.3551722
Potato,2010,Whole Year ,Madhya Pradesh,76482.0,655527,856.3,12704425.02,18355.68,9.318163265,Potato,931.9471865745311,610916543.3736427,12722780.7,598193762.6736426
Wheat,2010,Rabi       ,Madhya Pradesh,4633125.0,9219781,856.3,769608393.7,1111950.0,1.8744,Wheat,2462.4266055045873,22703034031.32569,770720343.7,21932313687.62569
Cotton,2010,Kharif     ,Maharashtra,3941900.0,7472500,1389.0,654789009.0,946056.0,1.861538462,Cotton,7018.95205479452,52449119229.45206,655735065.0,51793384164.45206
Maize,2010,Kharif     ,Maharashtra,730600.0,2208900,1389.0,121359966.0,175344.0,2.230769231,Maize,2600.0,5743140000.0,121535310.0,5621604690.0
Maize,2010,Rabi       ,Maharashtra,137600.0,361800,1389.0,22856736.0,33024.0,2.514,Maize,2600.0,940680000.0,22889760.0,917790240.0
Maize,2010,Summer     ,Maharashtra,22300.0,31300,1389.0,3704253.0,5352.0,1.26,Maize,2600.0,81380000.0,3709605.0,77670395.0
Wheat,2010,Rabi       ,Maharashtra,1306600.0,2300800,1389.0,217039326.0,313584.0,1.709333333,Wheat,2462.4266055045873,5665551133.944955,217352910.0,5448198223.944955
Banana,2010,Whole Year ,Manipur,5899.0,76422,2160.5,979882.89,1415.76,12.94888889,Banana,2452.813852813853,187448940.25974026,981298.65,186467641.60974026
Maize,2010,Kharif     ,Manipur,18520.0,33510,2160.5,3076357.2,4444.8,1.74,Maize,2600.0,87126000.0,3080802.0,84045198.0
Maize,2010,Rabi       ,Manipur,3850.0,8000,2160.5,639523.5,924.0,2.051111111,Maize,2600.0,20800000.0,640447.5,20159552.5
Potato,2010,Whole Year ,Manipur,13650.0,114000,2160.5,2267401.5,3276.0,8.286666667,Potato,931.9471865745311,106241979.26949655,2270677.5,103971301.76949655
Wheat,2010,Rabi       ,Manipur,2100.0,5250,2160.5,348831.0,504.0,2.475,Wheat,2462.4266055045873,12927739.678899083,349335.0,12578404.678899083
Cotton,2010,Kharif     ,Mizoram,151.0,113,2738.7,25082.61,36.24,0.6425,Cotton,7018.95205479452,793141.5821917808,25118.850000000002,768022.7321917808
Maize,2010,Kharif     ,Mizoram,8721.0,13055,2738.7,1448645.31,2093.04,1.62125,Maize,2600.0,33943000.0,1450738.35,32492261.65
Maize,2010,Rabi       ,Mizoram,284.0,445,2738.7,47175.24,68.16,2.362,Maize,2600.0,1157000.0,47243.4,1109756.6
Onion,2010,Rabi       ,Mizoram,3.0,9,2738.7,498.33,0.72,3.0,Onion,1464.6079195402297,13181.471275862066,499.05,12682.421275862067
Potato,2010,Kharif     ,Mizoram,415.0,3610,2738.7,68935.65,99.6,6.7,Potato,931.9471865745311,3364329.343534057,69035.25,3295294.093534057
Potato,2010,Rabi       ,Mizoram,16.0,89,2738.7,2657.76,3.84,5.56,Potato,931.9471865745311,82943.29960513327,2661.6000000000004,80281.69960513327
Cotton,2010,Kharif     ,Nagaland,100.0,50,1771.8,16611.0,24.0,0.5,Cotton,7018.95205479452,350947.602739726,16635.0,334312.602739726
Maize,2010,Kharif     ,Nagaland,63430.0,124200,1771.8,10536357.3,15223.2,1.958181818,Maize,2600.0,322920000.0,10551580.5,312368419.5
Maize,2010,Rabi       ,Nagaland,5000.0,9800,1771.8,830550.0,1200.0,1.956666667,Maize,2600.0,25480000.0,831750.0,24648250.0
Potato,2010,Kharif     ,Nagaland,2750.0,34990,1771.8,456802.5,660.0,12.74,Potato,931.9471865745311,32608832.058242843,457462.5,32151369.558242843
Potato,2010,Rabi       ,Nagaland,3500.0,43410,1771.8,581385.0,840.0,12.40285714,Potato,931.9471865745311,40455827.36920039,582225.0,39873602.36920039
Wheat,2010,Rabi       ,Nagaland,3120.0,5340,1771.8,518263.2,748.8,1.712222222,Wheat,2462.4266055045873,13149358.073394496,519012.0,12630346.073394496
Cotton,2010,Kharif     ,Punjab,483000.0,1822000,392.7,80231130.0,115920.0,3.643636364,Cotton,7018.95205479452,12788530643.835615,80347050.0,12708183593.835615
Maize,2010,Kharif     ,Punjab,133000.0,491000,392.7,22092630.0,31920.0,3.710909091,Maize,2600.0,1276600000.0,22124550.0,1254475450.0
Wheat,2010,Rabi       ,Punjab,3510000.0,16472000,392.7,583046100.0,842400.0,4.6485,Wheat,2462.4266055045873,40561091045.87156,583888500.0,39977202545.87156
Cotton,2010,Kharif     ,Tamil Nadu,120765.0,247930,1095.2,20060274.15,28983.6,2.360344828,Cotton,7018.95205479452,1740208782.9452055,20089257.75,1720119525.1952055
Maize,2010,Kharif     ,Tamil Nadu,230489.0,1027536,1095.2,38286527.79,55317.36,4.527857143,Maize,2600.0,2671593600.0,38341845.15,2633251754.85
Cotton,2010,Kharif     ,Tripura,1063.0,1574,2348.3,176574.93,255.12,1.4775,Cotton,7018.95205479452,11047830.534246575,176830.05,10871000.484246574
Maize,2010,Kharif     ,Tripura,3101.0,4104,2348.3,515107.11,744.24,1.3325,Maize,2600.0,10670400.0,515851.35,10154548.65
Wheat,2010,Rabi       ,Tripura,316.0,637,2348.3,52490.76,75.84,2.02,Wheat,2462.4266055045873,1568565.7477064221,52566.6,1515999.147706422
Cotton,2010,Kharif     ,Uttar Pradesh,3734.0,673,742.6,620254.74,896.16,0.168461538,Cotton,7018.95205479452,4723754.732876712,621150.9,4102603.8328767125
Maize,2010,Kharif     ,Uttar Pradesh,718026.0,1052727,742.6,119271298.9,172326.24,1.40915493,Maize,2600.0,2737090200.0,119443625.14,2617646574.86
Maize,2010,Rabi       ,Uttar Pradesh,5492.0,16498,742.6,912276.12,1318.08,3.0012,Maize,2600.0,42894800.0,913594.2,41981205.8
Maize,2010,Summer     ,Uttar Pradesh,30204.0,44279,742.6,5017186.44,7248.96,1.469285714,Maize,2600.0,115125400.0,5024435.4,110100964.6
Onion,2010,Rabi       ,Uttar Pradesh,9830.0,180951,742.6,1632861.3,2359.2,18.39901408,Onion,1464.6079195402297,265022267.6487241,1635220.5,263387047.1487241
Potato,2010,Rabi       ,Uttar Pradesh,556533.0,13576573,742.6,92445696.63,133567.92,22.96777778,Potato,931.9471865745311,12652649010.67374,92579264.55,12560069746.123741
Wheat,2010,Rabi       ,Uttar Pradesh,9636540.0,30000632,742.6,1600725659.0,2312769.6,3.077222222,Wheat,2462.4266055045873,73874354418.7523,1603038428.6,72271315990.1523
Maize,2010,Kharif     ,Uttarakhand,26193.0,40494,1419.0,4350919.23,6286.32,1.386153846,Maize,2600.0,105284400.0,4357205.550000001,100927194.45
Maize,2010,Rabi       ,Uttarakhand,64.0,130,1419.0,10631.04,15.36,1.896666667,Maize,2600.0,338000.0,10646.400000000001,327353.6
Onion,2010,Whole Year ,Uttarakhand,2230.0,11814,1419.0,370425.3,535.2,5.695833333,Onion,1464.6079195402297,17302877.961448275,370960.5,16931917.461448275
Potato,2010,Kharif     ,Uttarakhand,7578.0,72287,1419.0,1258781.58,1818.72,8.47,Potato,931.9471865745311,67367666.27591313,1260600.3,66107065.97591314
Potato,2010,Rabi       ,Uttarakhand,4793.0,60822,1419.0,796165.23,1150.32,12.43307692,Potato,931.9471865745311,56682891.78183613,797315.5499999999,55885576.23183613
Wheat,2010,Rabi       ,Uttarakhand,371225.0,882920,1419.0,61664184.75,89094.0,1.863846154,Wheat,2462.4266055045873,2174125698.53211,61753278.75,2112372419.7821102
Cotton,2010,Kharif     ,Jammu and Kashmir,27.0,15,1352.0,4484.97,6.48,0.57,Cotton,7018.95205479452,105284.28082191781,4491.45,100792.83082191781
Maize,2010,Kharif     ,Jammu and Kashmir,308215.0,527690,1352.0,51197593.65,73971.6,1.5675,Maize,2600.0,1371994000.0,51271565.25,1320722434.75
Onion,2010,Kharif     ,Jammu and Kashmir,187.0,166,1352.0,31062.57,44.88,0.984285714,Onion,1464.6079195402297,243124.91464367812,31107.45,212017.4646436781
Onion,2010,Rabi       ,Jammu and Kashmir,462.0,1110,1352.0,76742.82,110.88,2.207142857,Onion,1464.6079195402297,1625714.7906896549,76853.70000000001,1548861.090689655
Potato,2010,Kharif     ,Jammu and Kashmir,1180.0,6495,1352.0,196009.8,283.2,6.053333333,Potato,931.9471865745311,6052996.97680158,196293.0,5856703.97680158
Potato,2010,Rabi       ,Jammu and Kashmir,1233.0,16702,1352.0,204813.63,295.92,17.04,Potato,931.9471865745311,15565381.910167819,205109.55000000002,15360272.360167818
Wheat,2010,Rabi       ,Jammu and Kashmir,286777.0,442706,1352.0,47636527.47,68826.48,1.468,Wheat,2462.4266055045873,1090131032.8165138,47705353.949999996,1042425678.8665137
Onion,2010,Rabi       ,Jharkhand,3026.0,17427,694.6,502648.86,726.24,6.59,Onion,1464.6079195402297,25523722.213827584,503375.1,25020347.113827582
Potato,2010,Rabi       ,Jharkhand,18078.0,104669,694.6,3002936.58,4338.72,5.753333333,Potato,931.9471865745311,97545980.07156959,3007275.3000000003,94538704.7715696
Wheat,2010,Rabi       ,Jharkhand,49596.0,54110,694.6,8238391.56,11903.04,1.091666667,Wheat,2462.4266055045873,133241903.62385322,8250294.6,124991609.02385323
Cotton,2010,Kharif     ,West Bengal,631.0,1092,1096.0,104815.41,151.44,1.763333333,Cotton,7018.95205479452,7664695.643835616,104966.85,7559728.793835617
Maize,2010,Autumn     ,West Bengal,32295.0,83580,1096.0,5364522.45,7750.8,2.453846154,Maize,2600.0,217308000.0,5372273.25,211935726.75
Maize,2010,Rabi       ,West Bengal,17229.0,84356,1096.0,2861909.19,4134.96,3.234545455,Maize,2600.0,219325600.0,2866044.15,216459555.85
Maize,2010,Summer     ,West Bengal,39124.0,184380,1096.0,6498887.64,9389.76,2.883529412,Maize,2600.0,479388000.0,6508277.399999999,472879722.6
Potato,2010,Rabi       ,West Bengal,406349.0,13391235,1096.0,67498632.39,97523.76,29.27833333,Potato,931.9471865745311,12479923783.00839,67596156.15,12412327626.85839
Potato,2010,Summer     ,West Bengal,2440.0,29768,1096.0,405308.4,585.6,12.2,Potato,931.9471865745311,27742203.84995064,405894.0,27336309.84995064
Wheat,2010,Rabi       ,West Bengal,316808.0,874415,1096.0,52624976.88,76033.92,2.496666667,Wheat,2462.4266055045873,2153182760.2522936,52701010.800000004,2100481749.4522936
Maize,2011,Autumn     ,Bihar,263936.0,622416,1097.1,44214558.72,87098.88,2.402432432,Maize,2600.0,1618281600.0,44301657.6,1573979942.4
Maize,2011,Rabi       ,Bihar,239586.0,1098173,1097.1,40135446.72,79063.38,4.221764706,Maize,2600.0,2855249800.0,40214510.1,2815035289.9
Maize,2011,Summer     ,Bihar,193311.0,836474,1097.1,32383458.72,63792.63,4.129166667,Maize,2600.0,2174832400.0,32447251.349999998,2142385148.65
Wheat,2011,Rabi       ,Bihar,2141892.0,6530955,1097.1,358809747.8,706824.36,3.028684211,Wheat,2462.4266055045873,16081997351.353212,359516572.16,15722480779.193213
Cotton,2011,Kharif     ,Chhattisgarh,85.0,120,1302.7,14239.2,28.05,1.06,Cotton,7018.95205479452,842274.2465753425,14267.25,828006.9965753425
Maize,2011,Kharif     ,Chhattisgarh,107435.0,177805,1302.7,17997511.2,35453.55,1.542592593,Maize,2600.0,462293000.0,18032964.75,444260035.25
Onion,2011,Whole Year ,Chhattisgarh,5284.0,27352,1302.7,885175.68,1743.72,4.764782609,Onion,1464.6079195402297,40059955.81526436,886919.4,39173036.41526436
Potato,2011,Kharif     ,Chhattisgarh,1847.0,9913,1302.7,309409.44,609.51,6.5875,Potato,931.9471865745311,9238392.460513327,310018.95,8928373.510513328
Potato,2011,Rabi       ,Chhattisgarh,10371.0,55661,1302.7,1737349.92,3422.43,6.285833333,Potato,931.9471865745311,51873112.35192498,1740772.3499999999,50132340.00192498
Wheat,2011,Rabi       ,Chhattisgarh,104825.0,135121,1302.7,17560284.0,34592.25,1.512,Wheat,2462.4266055045873,332725545.36238533,17594876.25,315130669.11238533
Banana,2011,Whole Year ,Gujarat,28600.0,2049900,890.5,4791072.0,9438.0,63.306,Banana,2452.813852813853,5028023116.883117,4800510.0,5023222606.883117
Cotton,2011,Kharif     ,Gujarat,3003100.0,10374600,890.5,503079312.0,991023.0,3.286521739,Cotton,7018.95205479452,72818819987.67123,504070335.0,72314749652.67123
Maize,2011,Kharif     ,Gujarat,387000.0,539400,890.5,64830240.0,127710.0,1.466,Maize,2600.0,1402440000.0,64957950.0,1337482050.0
Maize,2011,Rabi       ,Gujarat,106100.0,199900,890.5,17773872.0,35013.0,2.026363636,Maize,2600.0,519740000.0,17808885.0,501931115.0
Maize,2011,Summer     ,Gujarat,22800.0,47300,890.5,3819456.0,7524.0,1.792857143,Maize,2600.0,122980000.0,3826980.0,119153020.0
Onion,2011,Rabi       ,Gujarat,63600.0,1860500,890.5,10654272.0,20988.0,24.66956522,Onion,1464.6079195402297,2724903034.3045974,10675260.0,2714227774.3045974
Onion,2011,Summer     ,Gujarat,9200.0,258600,890.5,1541184.0,3036.0,26.965,Onion,1464.6079195402297,378747607.9931034,1544220.0,377203387.9931034
Potato,2011,Whole Year ,Gujarat,77800.0,1792300,890.5,13033056.0,25674.0,21.34230769,Potato,931.9471865745311,1670328942.4975321,13058730.0,1657270212.4975321
Wheat,2011,Rabi       ,Gujarat,1350600.0,4072100,890.5,226252512.0,445698.0,3.01,Wheat,2462.4266055045873,10027247380.27523,226698210.0,9800549170.27523
Cotton,2011,Kharif     ,Haryana,601756.0,2621000,471.5409091,100806165.1,198579.48,2.338888889,Cotton,7018.95205479452,18396673335.616436,101004744.58,18295668591.036434
Maize,2011,Kharif     ,Haryana,11045.0,30000,471.5409091,1850258.4,3644.85,1.145,Maize,2600.0,78000000.0,1853903.25,76146096.75
Onion,2011,Whole Year ,Haryana,1860.0,32400,471.5409091,311587.2,613.8,16.7075,Onion,1464.6079195402297,47453296.59310344,312201.0,47141095.59310344
Potato,2011,Whole Year ,Haryana,12074.0,263000,471.5409091,2022636.48,3984.42,20.60733333,Potato,931.9471865745311,245102110.06910166,2026620.9,243075489.16910166
Wheat,2011,Rabi       ,Haryana,2531302.0,13119000,471.5409091,424043711.0,835329.66,5.031904762,Wheat,2462.4266055045873,32304574637.61468,424879040.66,31879695596.95468
Cotton,2011,Kharif     ,Himachal Pradesh,19.0,43,1108.3,3182.88,6.27,2.21,Cotton,7018.95205479452,301814.9383561644,3189.15,298625.78835616435
Maize,2011,Kharif     ,Himachal Pradesh,290241.0,612701,1108.3,48621172.32,95779.53,2.435,Maize,2600.0,1593022600.0,48716951.85,1544305648.15
Onion,2011,Rabi       ,Himachal Pradesh,724.0,6262,1108.3,121284.48,238.92,9.198,Onion,1464.6079195402297,9171374.792160919,121523.4,9049851.392160919
Potato,2011,Kharif     ,Himachal Pradesh,6423.0,63593,1108.3,1075980.96,2119.59,11.144,Potato,931.9471865745311,59265317.435834154,1078100.55,58187216.88583416
Potato,2011,Rabi       ,Himachal Pradesh,3431.0,23799,1108.3,574761.12,1132.23,4.865,Potato,931.9471865745311,22179411.093287267,575893.35,21603517.743287265
Wheat,2011,Rabi       ,Himachal Pradesh,345182.0,506782,1108.3,57824888.64,113910.06,1.423333333,Wheat,2462.4266055045873,1247913479.9908257,57938798.7,1189974681.2908256
Banana,2011,Whole Year ,Madhya Pradesh,16990.0,599932,852.6,2846164.8,5606.7,19.14631579,Banana,2452.813852813853,1471521520.3463204,2851771.5,1468669748.8463204
Cotton,2011,Kharif     ,Madhya Pradesh,616858.0,1153463,852.6,103336052.2,203563.14,1.800952381,Cotton,7018.95205479452,8096101493.979452,103539615.34,7992561878.639452
Maize,2011,Kharif     ,Madhya Pradesh,848894.0,1316635,852.6,142206722.9,280135.02,1.111428571,Maize,2600.0,3423251000.0,142486857.92000002,3280764142.08
Onion,2011,Whole Year ,Madhya Pradesh,67857.0,1267840,852.6,11367404.64,22392.81,17.7412,Onion,1464.6079195402297,1856888504.709885,11389797.450000001,1845498707.2598848
Potato,2011,Whole Year ,Madhya Pradesh,83912.0,1028929,852.6,14056938.24,27690.96,11.689375,Potato,931.9471865745311,958907486.7349457,14084629.200000001,944822857.5349456
